id,aoi,obj_type,name,info,simplified,damage_gra,damage_class,damage_percent,det_method,notation,or_src_id,dmg_src_id,centroid_lat,centroid_lon,google_maps_url
ems_00086,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25952277,-68.81582413,"https://www.google.com/maps/search/?api=1&query=10.25952277,-68.81582413"
ems_00087,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25984508,-68.8160934,"https://www.google.com/maps/search/?api=1&query=10.25984508,-68.8160934"
ems_00088,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25992283,-68.81672301,"https://www.google.com/maps/search/?api=1&query=10.25992283,-68.81672301"
ems_00089,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.26048408,-68.81825361,"https://www.google.com/maps/search/?api=1&query=10.26048408,-68.81825361"
ems_00090,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.26059468,-68.81829869,"https://www.google.com/maps/search/?api=1&query=10.26059468,-68.81829869"
ems_00091,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.26062275,-68.81946555,"https://www.google.com/maps/search/?api=1&query=10.26062275,-68.81946555"
ems_00092,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.31462305,-68.78979675,"https://www.google.com/maps/search/?api=1&query=10.31462305,-68.78979675"
ems_00093,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.31705829,-68.79072608,"https://www.google.com/maps/search/?api=1&query=10.31705829,-68.79072608"
ems_00094,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.3172995,-68.7913182,"https://www.google.com/maps/search/?api=1&query=10.3172995,-68.7913182"
ems_00095,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.2433417,-68.78605828,"https://www.google.com/maps/search/?api=1&query=10.2433417,-68.78605828"
ems_00096,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.2439194,-68.78674315,"https://www.google.com/maps/search/?api=1&query=10.2439194,-68.78674315"
ems_00097,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.24397738,-68.78568569,"https://www.google.com/maps/search/?api=1&query=10.24397738,-68.78568569"
ems_00098,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.24403994,-68.78662717,"https://www.google.com/maps/search/?api=1&query=10.24403994,-68.78662717"
