checked_at,aoi_id,feature_id,official_ems_damage_gra,official_ems_damage_percent,centroid_lat,centroid_lon,before_chip,after_chip,compare_chip,before_exists,after_exists,compare_exists,before_mean_rgb,after_mean_rgb,before_valid_pixel_ratio,after_valid_pixel_ratio,before_bytes,after_bytes,compare_bytes,automated_verdict,manual_alignment_review_required,vlm_spend_gate
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00029,Damaged,70,10.60472413,-67.02996889,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00029_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00029_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00029_before_after_compare.png,True,True,True,140.047,168.572,0.9937,0.9937,84226,125150,216284,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00030,Damaged,70,10.60519352,-67.0304527,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00030_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00030_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00030_before_after_compare.png,True,True,True,139.142,166.567,1.0,1.0,76711,115646,199260,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00031,Damaged,70,10.60523295,-67.03594358,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00031_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00031_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00031_before_after_compare.png,True,True,True,148.694,158.326,0.9878,0.9878,75334,114137,195902,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00036,Possibly damaged,35,10.60598189,-67.03025845,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00036_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00036_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00036_before_after_compare.png,True,True,True,126.288,136.889,0.9863,0.9863,77600,118747,203798,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00046,Damaged,70,10.60712978,-67.01730287,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00046_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00046_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00046_before_after_compare.png,True,True,True,133.276,143.945,0.9883,0.9883,75485,115350,197619,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00047,Damaged,70,10.60719554,-67.01995167,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00047_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00047_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00047_before_after_compare.png,True,True,True,134.671,147.584,0.9754,0.9754,70991,109803,186977,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00050,Damaged,70,10.60797468,-67.01731116,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00050_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00050_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00050_before_after_compare.png,True,True,True,115.683,119.797,0.9876,0.9876,73515,115700,196378,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00051,Possibly damaged,35,10.60741746,-67.01439396,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00051_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00051_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00051_before_after_compare.png,True,True,True,112.836,106.43,0.9875,0.9875,70169,112526,189540,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00052,Damaged,70,10.60797107,-67.01419955,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00052_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00052_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00052_before_after_compare.png,True,True,True,120.011,120.812,0.994,0.994,75388,115703,197911,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00054,Damaged,70,10.60832361,-67.00146379,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00054_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00054_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00054_before_after_compare.png,True,True,True,127.606,136.152,0.9855,0.9855,79914,121711,208086,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
